day,date,week,theme,themeOverlay,slot,timeLocal,publishAt,formatId,formatLabel,template,durationSec,hook,cta,hashtags,dataNeeds,status,videoFile,notes
5,2026-08-24,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,7,19:00,2026-08-24T19:00,live_radar_soir,Radar live soir,live_alert,15,"Le soir, ça chauffe sur PASS50.",Lien en bio → pass50.store,#pass50 #pass50store #classement #buzz #top50,liveProfiles,rendered,output/day-05/day-05_slot-07_live_radar_soir.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Kévine Obin;gainer=Kévine Obin;liveAM=Eunice Zunon;livePM=INadeBelle"
5,2026-08-24,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,8,21:00,2026-08-24T21:00,top3_soir,Top 3 du soir,top3,18,Classement du soir.,Lien en bio → pass50.store,#pass50 #pass50store #classement #buzz #top50,top3|period24h,rendered,output/day-05/day-05_slot-08_top3_soir.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Kévine Obin;gainer=Kévine Obin;liveAM=Eunice Zunon;livePM=INadeBelle"
5,2026-08-24,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,9,23:00,2026-08-24T23:00,recap_jour,Récap journée,daily_recap,24,Ce qu'il s'est passé aujourd'hui.,Lien en bio → pass50.store,#pass50 #pass50store #classement #buzz #top50,top3|biggestGainer|liveCount,rendered,output/day-05/day-05_slot-09_recap_jour.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Kévine Obin;gainer=Kévine Obin;liveAM=Eunice Zunon;livePM=INadeBelle"
5,2026-08-24,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,10,01:00,2026-08-25T01:00,teaser_lendemain,Teaser lendemain,teaser,14,Rendez-vous dans 6 h.,Lien en bio → pass50.store,#pass50 #pass50store #classement #buzz #top50,,rendered,output/day-05/day-05_slot-10_teaser_lendemain.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Kévine Obin;gainer=Kévine Obin;liveAM=Eunice Zunon;livePM=INadeBelle"
5,2026-08-24,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,11,03:00,2026-08-25T03:00,coulisses,Coulisses / éducatif,explainer,20,C'est quoi le radar live ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #buzz #top50,,rendered,output/day-05/day-05_slot-11_coulisses.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Kévine Obin;gainer=Kévine Obin;liveAM=Eunice Zunon;livePM=INadeBelle"
5,2026-08-24,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,12,05:00,2026-08-25T05:00,classement_7j,Classement 7 j,ranking_table,20,"Le marathon, pas le sprint.",Lien en bio → pass50.store,#pass50 #pass50store #classement #buzz #top50,top5|period7j,rendered,output/day-05/day-05_slot-12_classement_7j.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Kévine Obin;gainer=Kévine Obin;liveAM=Eunice Zunon;livePM=INadeBelle"
6,2026-08-25,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,1,07:00,2026-08-25T07:00,top3_matin,Top 3 du matin,top3,18,Qui domine la période 24 h ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #top50 #digital,top3|period24h,rendered,output/day-06/day-06_slot-01_top3_matin.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Edith Brou Bleu;gainer=Lo Père Daloa;liveAM=Yvidero;livePM=Kévine Obin"
6,2026-08-25,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,2,09:00,2026-08-25T09:00,live_radar_matin,Radar live matin,live_alert,15,Le radar vient de s'allumer.,Lien en bio → pass50.store,#pass50 #pass50store #classement #top50 #digital,liveProfiles,rendered,output/day-06/day-06_slot-02_live_radar_matin.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Edith Brou Bleu;gainer=Lo Père Daloa;liveAM=Yvidero;livePM=Kévine Obin"
6,2026-08-25,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,3,11:00,2026-08-25T11:00,fi_spotlight,FI du jour,profile_spotlight,20,Tu connais ce profil PASS50 ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #top50 #digital,spotlightProfile|scoreDelta,rendered,output/day-06/day-06_slot-03_fi_spotlight.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Edith Brou Bleu;gainer=Lo Père Daloa;liveAM=Yvidero;livePM=Kévine Obin"
6,2026-08-25,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,4,13:00,2026-08-25T13:00,classement_24h,Classement 24 h,ranking_table,22,Les chiffres ne mentent pas… enfin presque.,Lien en bio → pass50.store,#pass50 #pass50store #classement #top50 #digital,top10|period24h,rendered,output/day-06/day-06_slot-04_classement_24h.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Edith Brou Bleu;gainer=Lo Père Daloa;liveAM=Yvidero;livePM=Kévine Obin"
6,2026-08-25,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,5,15:00,2026-08-25T15:00,sondage,Sondage / débat,poll,16,Débat : ce Top 3 est mérité ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #top50 #digital,top3,rendered,output/day-06/day-06_slot-05_sondage.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Edith Brou Bleu;gainer=Lo Père Daloa;liveAM=Yvidero;livePM=Kévine Obin"
6,2026-08-25,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,6,17:00,2026-08-25T17:00,buzz_montee,Buzz / montée,momentum,18,Buzz PASS50 : regarde cette progression.,Lien en bio → pass50.store,#pass50 #pass50store #classement #top50 #digital,biggestGainer|scoreDelta,rendered,output/day-06/day-06_slot-06_buzz_montee.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Edith Brou Bleu;gainer=Lo Père Daloa;liveAM=Yvidero;livePM=Kévine Obin"
6,2026-08-25,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,7,19:00,2026-08-25T19:00,live_radar_soir,Radar live soir,live_alert,15,Qui est en direct maintenant ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #top50 #digital,liveProfiles,rendered,output/day-06/day-06_slot-07_live_radar_soir.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Edith Brou Bleu;gainer=Lo Père Daloa;liveAM=Yvidero;livePM=Kévine Obin"
6,2026-08-25,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,8,21:00,2026-08-25T21:00,top3_soir,Top 3 du soir,top3,18,La course continue.,Lien en bio → pass50.store,#pass50 #pass50store #classement #top50 #digital,top3|period24h,rendered,output/day-06/day-06_slot-08_top3_soir.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Edith Brou Bleu;gainer=Lo Père Daloa;liveAM=Yvidero;livePM=Kévine Obin"
6,2026-08-25,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,9,23:00,2026-08-25T23:00,recap_jour,Récap journée,daily_recap,24,Bilan en 20 secondes.,Lien en bio → pass50.store,#pass50 #pass50store #classement #top50 #digital,top3|biggestGainer|liveCount,rendered,output/day-06/day-06_slot-09_recap_jour.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Edith Brou Bleu;gainer=Lo Père Daloa;liveAM=Yvidero;livePM=Kévine Obin"
6,2026-08-25,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,10,01:00,2026-08-26T01:00,teaser_lendemain,Teaser lendemain,teaser,14,Le classement ne dort jamais.,Lien en bio → pass50.store,#pass50 #pass50store #classement #top50 #digital,,rendered,output/day-06/day-06_slot-10_teaser_lendemain.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Edith Brou Bleu;gainer=Lo Père Daloa;liveAM=Yvidero;livePM=Kévine Obin"
6,2026-08-25,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,11,03:00,2026-08-26T03:00,coulisses,Coulisses / éducatif,explainer,20,Pourquoi le classement bouge.,Lien en bio → pass50.store,#pass50 #pass50store #classement #top50 #digital,,rendered,output/day-06/day-06_slot-11_coulisses.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Edith Brou Bleu;gainer=Lo Père Daloa;liveAM=Yvidero;livePM=Kévine Obin"
6,2026-08-25,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,12,05:00,2026-08-26T05:00,classement_7j,Classement 7 j,ranking_table,20,Top 5 sur la semaine.,Lien en bio → pass50.store,#pass50 #pass50store #classement #top50 #digital,top5|period7j,rendered,output/day-06/day-06_slot-12_classement_7j.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Edith Brou Bleu;gainer=Lo Père Daloa;liveAM=Yvidero;livePM=Kévine Obin"
7,2026-08-26,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,1,07:00,2026-08-26T07:00,top3_matin,Top 3 du matin,top3,18,Le classement vient de bouger.,Lien en bio → pass50.store,#pass50 #pass50store #classement #digital #influenceur,top3|period24h,rendered,output/day-07/day-07_slot-01_top3_matin.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Eunice Zunon;gainer=Emma Lohoues;liveAM=Braising Girl;livePM=Edith Brou Bleu"
7,2026-08-26,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,2,09:00,2026-08-26T09:00,live_radar_matin,Radar live matin,live_alert,15,Quelqu'un est en live — radar PASS50.,Lien en bio → pass50.store,#pass50 #pass50store #classement #digital #influenceur,liveProfiles,rendered,output/day-07/day-07_slot-02_live_radar_matin.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Eunice Zunon;gainer=Emma Lohoues;liveAM=Braising Girl;livePM=Edith Brou Bleu"
7,2026-08-26,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,3,11:00,2026-08-26T11:00,fi_spotlight,FI du jour,profile_spotlight,20,Profil à suivre aujourd'hui.,Lien en bio → pass50.store,#pass50 #pass50store #classement #digital #influenceur,spotlightProfile|scoreDelta,rendered,output/day-07/day-07_slot-03_fi_spotlight.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Eunice Zunon;gainer=Emma Lohoues;liveAM=Braising Girl;livePM=Edith Brou Bleu"
7,2026-08-26,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,4,13:00,2026-08-26T13:00,classement_24h,Classement 24 h,ranking_table,22,Classement PASS50 — période 24 h.,Lien en bio → pass50.store,#pass50 #pass50store #classement #digital #influenceur,top10|period24h,rendered,output/day-07/day-07_slot-04_classement_24h.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Eunice Zunon;gainer=Emma Lohoues;liveAM=Braising Girl;livePM=Edith Brou Bleu"
7,2026-08-26,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,5,15:00,2026-08-26T15:00,sondage,Sondage / débat,poll,16,Tu mises sur qui pour ce soir ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #digital #influenceur,top3,rendered,output/day-07/day-07_slot-05_sondage.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Eunice Zunon;gainer=Emma Lohoues;liveAM=Braising Girl;livePM=Edith Brou Bleu"
7,2026-08-26,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,6,17:00,2026-08-26T17:00,buzz_montee,Buzz / montée,momentum,18,Plus grosse montée du moment.,Lien en bio → pass50.store,#pass50 #pass50store #classement #digital #influenceur,biggestGainer|scoreDelta,rendered,output/day-07/day-07_slot-06_buzz_montee.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Eunice Zunon;gainer=Emma Lohoues;liveAM=Braising Girl;livePM=Edith Brou Bleu"
7,2026-08-26,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,7,19:00,2026-08-26T19:00,live_radar_soir,Radar live soir,live_alert,15,Live du soir sur le radar.,Lien en bio → pass50.store,#pass50 #pass50store #classement #digital #influenceur,liveProfiles,rendered,output/day-07/day-07_slot-07_live_radar_soir.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Eunice Zunon;gainer=Emma Lohoues;liveAM=Braising Girl;livePM=Edith Brou Bleu"
7,2026-08-26,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,8,21:00,2026-08-26T21:00,top3_soir,Top 3 du soir,top3,18,Top 3 avant minuit.,Lien en bio → pass50.store,#pass50 #pass50store #classement #digital #influenceur,top3|period24h,rendered,output/day-07/day-07_slot-08_top3_soir.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Eunice Zunon;gainer=Emma Lohoues;liveAM=Braising Girl;livePM=Edith Brou Bleu"
7,2026-08-26,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,9,23:00,2026-08-26T23:00,recap_jour,Récap journée,daily_recap,24,Récap PASS50 de la journée.,Lien en bio → pass50.store,#pass50 #pass50store #classement #digital #influenceur,top3|biggestGainer|liveCount,rendered,output/day-07/day-07_slot-09_recap_jour.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Eunice Zunon;gainer=Emma Lohoues;liveAM=Braising Girl;livePM=Edith Brou Bleu"
7,2026-08-26,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,10,01:00,2026-08-27T01:00,teaser_lendemain,Teaser lendemain,teaser,14,Demain matin : nouveau Top 3.,Lien en bio → pass50.store,#pass50 #pass50store #classement #digital #influenceur,,rendered,output/day-07/day-07_slot-10_teaser_lendemain.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Eunice Zunon;gainer=Emma Lohoues;liveAM=Braising Girl;livePM=Edith Brou Bleu"
7,2026-08-26,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,11,03:00,2026-08-27T03:00,coulisses,Coulisses / éducatif,explainer,20,Comment PASS50 calcule un score ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #digital #influenceur,,rendered,output/day-07/day-07_slot-11_coulisses.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Eunice Zunon;gainer=Emma Lohoues;liveAM=Braising Girl;livePM=Edith Brou Bleu"
7,2026-08-26,1,decouverte,C'est quoi PASS50 ? Le classement qui mesure l'activité publique.,12,05:00,2026-08-27T05:00,classement_7j,Classement 7 j,ranking_table,20,Vue 7 jours — qui tient la route ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #digital #influenceur,top5|period7j,rendered,output/day-07/day-07_slot-12_classement_7j.mp4,"top3=Emma Lohoues,Lo Père Daloa,Paul Yves Ettien;spotlight=Eunice Zunon;gainer=Emma Lohoues;liveAM=Braising Girl;livePM=Edith Brou Bleu"
8,2026-08-27,2,lives_montees,Lives + profils qui montent — suis le radar.,1,07:00,2026-08-27T07:00,top3_matin,Top 3 du matin,top3,18,Top 3 PASS50 ce matin.,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceur #influenceurs,top3|period24h,draft,,
8,2026-08-27,2,lives_montees,Lives + profils qui montent — suis le radar.,2,09:00,2026-08-27T09:00,live_radar_matin,Radar live matin,live_alert,15,Alerte live détectée.,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceur #influenceurs,liveProfiles,draft,,
8,2026-08-27,2,lives_montees,Lives + profils qui montent — suis le radar.,3,11:00,2026-08-27T11:00,fi_spotlight,FI du jour,profile_spotlight,20,Une FI monte fort.,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceur #influenceurs,spotlightProfile|scoreDelta,draft,,
8,2026-08-27,2,lives_montees,Lives + profils qui montent — suis le radar.,4,13:00,2026-08-27T13:00,classement_24h,Classement 24 h,ranking_table,22,Le Top 10 en un écran.,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceur #influenceurs,top10|period24h,draft,,
8,2026-08-27,2,lives_montees,Lives + profils qui montent — suis le radar.,5,15:00,2026-08-27T15:00,sondage,Sondage / débat,poll,16,"Commente 1, 2 ou 3.",Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceur #influenceurs,top3,draft,,
8,2026-08-27,2,lives_montees,Lives + profils qui montent — suis le radar.,6,17:00,2026-08-27T17:00,buzz_montee,Buzz / montée,momentum,18,Ce profil explose le classement.,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceur #influenceurs,biggestGainer|scoreDelta,draft,,
8,2026-08-27,2,lives_montees,Lives + profils qui montent — suis le radar.,7,19:00,2026-08-27T19:00,live_radar_soir,Radar live soir,live_alert,15,"Le soir, ça chauffe sur PASS50.",Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceur #influenceurs,liveProfiles,draft,,
8,2026-08-27,2,lives_montees,Lives + profils qui montent — suis le radar.,8,21:00,2026-08-27T21:00,top3_soir,Top 3 du soir,top3,18,Classement du soir.,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceur #influenceurs,top3|period24h,draft,,
8,2026-08-27,2,lives_montees,Lives + profils qui montent — suis le radar.,9,23:00,2026-08-27T23:00,recap_jour,Récap journée,daily_recap,24,Ce qu'il s'est passé aujourd'hui.,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceur #influenceurs,top3|biggestGainer|liveCount,draft,,
8,2026-08-27,2,lives_montees,Lives + profils qui montent — suis le radar.,10,01:00,2026-08-28T01:00,teaser_lendemain,Teaser lendemain,teaser,14,Rendez-vous dans 6 h.,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceur #influenceurs,,draft,,
8,2026-08-27,2,lives_montees,Lives + profils qui montent — suis le radar.,11,03:00,2026-08-28T03:00,coulisses,Coulisses / éducatif,explainer,20,C'est quoi le radar live ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceur #influenceurs,,draft,,
8,2026-08-27,2,lives_montees,Lives + profils qui montent — suis le radar.,12,05:00,2026-08-28T05:00,classement_7j,Classement 7 j,ranking_table,20,"Le marathon, pas le sprint.",Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceur #influenceurs,top5|period7j,draft,,
9,2026-08-28,2,lives_montees,Lives + profils qui montent — suis le radar.,1,07:00,2026-08-28T07:00,top3_matin,Top 3 du matin,top3,18,Qui domine la période 24 h ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceurs #tiktokci,top3|period24h,draft,,
9,2026-08-28,2,lives_montees,Lives + profils qui montent — suis le radar.,2,09:00,2026-08-28T09:00,live_radar_matin,Radar live matin,live_alert,15,Le radar vient de s'allumer.,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceurs #tiktokci,liveProfiles,draft,,
9,2026-08-28,2,lives_montees,Lives + profils qui montent — suis le radar.,3,11:00,2026-08-28T11:00,fi_spotlight,FI du jour,profile_spotlight,20,Tu connais ce profil PASS50 ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceurs #tiktokci,spotlightProfile|scoreDelta,draft,,
9,2026-08-28,2,lives_montees,Lives + profils qui montent — suis le radar.,4,13:00,2026-08-28T13:00,classement_24h,Classement 24 h,ranking_table,22,Les chiffres ne mentent pas… enfin presque.,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceurs #tiktokci,top10|period24h,draft,,
9,2026-08-28,2,lives_montees,Lives + profils qui montent — suis le radar.,5,15:00,2026-08-28T15:00,sondage,Sondage / débat,poll,16,Débat : ce Top 3 est mérité ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceurs #tiktokci,top3,draft,,
9,2026-08-28,2,lives_montees,Lives + profils qui montent — suis le radar.,6,17:00,2026-08-28T17:00,buzz_montee,Buzz / montée,momentum,18,Buzz PASS50 : regarde cette progression.,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceurs #tiktokci,biggestGainer|scoreDelta,draft,,
9,2026-08-28,2,lives_montees,Lives + profils qui montent — suis le radar.,7,19:00,2026-08-28T19:00,live_radar_soir,Radar live soir,live_alert,15,Qui est en direct maintenant ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceurs #tiktokci,liveProfiles,draft,,
9,2026-08-28,2,lives_montees,Lives + profils qui montent — suis le radar.,8,21:00,2026-08-28T21:00,top3_soir,Top 3 du soir,top3,18,La course continue.,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceurs #tiktokci,top3|period24h,draft,,
9,2026-08-28,2,lives_montees,Lives + profils qui montent — suis le radar.,9,23:00,2026-08-28T23:00,recap_jour,Récap journée,daily_recap,24,Bilan en 20 secondes.,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceurs #tiktokci,top3|biggestGainer|liveCount,draft,,
9,2026-08-28,2,lives_montees,Lives + profils qui montent — suis le radar.,10,01:00,2026-08-29T01:00,teaser_lendemain,Teaser lendemain,teaser,14,Le classement ne dort jamais.,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceurs #tiktokci,,draft,,
9,2026-08-28,2,lives_montees,Lives + profils qui montent — suis le radar.,11,03:00,2026-08-29T03:00,coulisses,Coulisses / éducatif,explainer,20,Pourquoi le classement bouge.,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceurs #tiktokci,,draft,,
9,2026-08-28,2,lives_montees,Lives + profils qui montent — suis le radar.,12,05:00,2026-08-29T05:00,classement_7j,Classement 7 j,ranking_table,20,Top 5 sur la semaine.,Lien en bio → pass50.store,#pass50 #pass50store #classement #influenceurs #tiktokci,top5|period7j,draft,,
10,2026-08-29,2,lives_montees,Lives + profils qui montent — suis le radar.,1,07:00,2026-08-29T07:00,top3_matin,Top 3 du matin,top3,18,Le classement vient de bouger.,Lien en bio → pass50.store,#pass50 #pass50store #classement #tiktokci #abidjan,top3|period24h,draft,,
10,2026-08-29,2,lives_montees,Lives + profils qui montent — suis le radar.,2,09:00,2026-08-29T09:00,live_radar_matin,Radar live matin,live_alert,15,Quelqu'un est en live — radar PASS50.,Lien en bio → pass50.store,#pass50 #pass50store #classement #tiktokci #abidjan,liveProfiles,draft,,
10,2026-08-29,2,lives_montees,Lives + profils qui montent — suis le radar.,3,11:00,2026-08-29T11:00,fi_spotlight,FI du jour,profile_spotlight,20,Profil à suivre aujourd'hui.,Lien en bio → pass50.store,#pass50 #pass50store #classement #tiktokci #abidjan,spotlightProfile|scoreDelta,draft,,
10,2026-08-29,2,lives_montees,Lives + profils qui montent — suis le radar.,4,13:00,2026-08-29T13:00,classement_24h,Classement 24 h,ranking_table,22,Classement PASS50 — période 24 h.,Lien en bio → pass50.store,#pass50 #pass50store #classement #tiktokci #abidjan,top10|period24h,draft,,
10,2026-08-29,2,lives_montees,Lives + profils qui montent — suis le radar.,5,15:00,2026-08-29T15:00,sondage,Sondage / débat,poll,16,Tu mises sur qui pour ce soir ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #tiktokci #abidjan,top3,draft,,
10,2026-08-29,2,lives_montees,Lives + profils qui montent — suis le radar.,6,17:00,2026-08-29T17:00,buzz_montee,Buzz / montée,momentum,18,Plus grosse montée du moment.,Lien en bio → pass50.store,#pass50 #pass50store #classement #tiktokci #abidjan,biggestGainer|scoreDelta,draft,,
10,2026-08-29,2,lives_montees,Lives + profils qui montent — suis le radar.,7,19:00,2026-08-29T19:00,live_radar_soir,Radar live soir,live_alert,15,Live du soir sur le radar.,Lien en bio → pass50.store,#pass50 #pass50store #classement #tiktokci #abidjan,liveProfiles,draft,,
10,2026-08-29,2,lives_montees,Lives + profils qui montent — suis le radar.,8,21:00,2026-08-29T21:00,top3_soir,Top 3 du soir,top3,18,Top 3 avant minuit.,Lien en bio → pass50.store,#pass50 #pass50store #classement #tiktokci #abidjan,top3|period24h,draft,,
10,2026-08-29,2,lives_montees,Lives + profils qui montent — suis le radar.,9,23:00,2026-08-29T23:00,recap_jour,Récap journée,daily_recap,24,Récap PASS50 de la journée.,Lien en bio → pass50.store,#pass50 #pass50store #classement #tiktokci #abidjan,top3|biggestGainer|liveCount,draft,,
10,2026-08-29,2,lives_montees,Lives + profils qui montent — suis le radar.,10,01:00,2026-08-30T01:00,teaser_lendemain,Teaser lendemain,teaser,14,Demain matin : nouveau Top 3.,Lien en bio → pass50.store,#pass50 #pass50store #classement #tiktokci #abidjan,,draft,,
10,2026-08-29,2,lives_montees,Lives + profils qui montent — suis le radar.,11,03:00,2026-08-30T03:00,coulisses,Coulisses / éducatif,explainer,20,Comment PASS50 calcule un score ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #tiktokci #abidjan,,draft,,
10,2026-08-29,2,lives_montees,Lives + profils qui montent — suis le radar.,12,05:00,2026-08-30T05:00,classement_7j,Classement 7 j,ranking_table,20,Vue 7 jours — qui tient la route ?,Lien en bio → pass50.store,#pass50 #pass50store #classement #tiktokci #abidjan,top5|period7j,draft,,
11,2026-08-30,2,lives_montees,Lives + profils qui montent — suis le radar.,1,07:00,2026-08-30T07:00,top3_matin,Top 3 du matin,top3,18,Top 3 PASS50 ce matin.,Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,top3|period24h,draft,,
11,2026-08-30,2,lives_montees,Lives + profils qui montent — suis le radar.,2,09:00,2026-08-30T09:00,live_radar_matin,Radar live matin,live_alert,15,Alerte live détectée.,Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,liveProfiles,draft,,
11,2026-08-30,2,lives_montees,Lives + profils qui montent — suis le radar.,3,11:00,2026-08-30T11:00,fi_spotlight,FI du jour,profile_spotlight,20,Une FI monte fort.,Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,spotlightProfile|scoreDelta,draft,,
11,2026-08-30,2,lives_montees,Lives + profils qui montent — suis le radar.,4,13:00,2026-08-30T13:00,classement_24h,Classement 24 h,ranking_table,22,Le Top 10 en un écran.,Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,top10|period24h,draft,,
11,2026-08-30,2,lives_montees,Lives + profils qui montent — suis le radar.,5,15:00,2026-08-30T15:00,sondage,Sondage / débat,poll,16,"Commente 1, 2 ou 3.",Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,top3,draft,,
11,2026-08-30,2,lives_montees,Lives + profils qui montent — suis le radar.,6,17:00,2026-08-30T17:00,buzz_montee,Buzz / montée,momentum,18,Ce profil explose le classement.,Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,biggestGainer|scoreDelta,draft,,
11,2026-08-30,2,lives_montees,Lives + profils qui montent — suis le radar.,7,19:00,2026-08-30T19:00,live_radar_soir,Radar live soir,live_alert,15,"Le soir, ça chauffe sur PASS50.",Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,liveProfiles,draft,,
11,2026-08-30,2,lives_montees,Lives + profils qui montent — suis le radar.,8,21:00,2026-08-30T21:00,top3_soir,Top 3 du soir,top3,18,Classement du soir.,Lien en bio → pass50.store,#pass50 #pass50store #classement #abidjan #live,top3|period24h,draft,,
